BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3306,75,,B1,20 SEAVIEW AVENUE,,10304,2,0,2,6000,1344,1955,1,B1,839400,29/01/2024
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3343,47,,B2,246 SEAVIEW AVENUE,,10305,2,0,2,4550,1810,1955,1,B2,985000,17/07/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3530,51,,B3,41 BUEL AVENUE,,10304,2,0,2,5600,2800,1950,1,B3,1374638,14/08/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3536,119,,B9,223 BUEL AVENUE,,10305,2,0,2,3222,1667,2000,1,B9,835000,27/02/2024
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3539,9,,B2,24 CLETUS STREET,,10305,2,0,2,4840,2080,1965,1,B2,0,13/09/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3540,17,,B2,103 ZOE STREET,,10305,2,0,2,2552,2160,1976,1,B2,730000,02/08/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3549,128,,B2,207 NAUGHTON AVENUE,,10305,2,0,2,3805,1920,1960,1,B2,1055000,03/10/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3549,147,,B1,192 DONGAN HILLS AVE,,10305,2,0,2,3720,1040,1960,1,B1,300000,29/08/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3561,25,,B2,189 ADAMS AVENUE,,10306,2,0,2,4000,2650,2023,1,B2,0,25/01/2024
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3565,54,,B2,74 HUNTER AVENUE,,10306,2,0,2,4700,2728,1955,1,B2,0,24/05/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3588,4,,B2,213 LINCOLN AVE,,10306,2,0,2,3542,2408,2005,1,B2,1265000,25/09/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3588,16,,B2,191 LINCOLN AVENUE,,10306,2,0,2,5080,2464,1965,1,B2,0,14/09/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3590,71,,B9,57 GRANT PLACE,,10306,2,0,2,2316,1632,1939,1,B9,0,20/12/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3595,61,,B2,57 GREELEY AVENUE,,10306,2,0,2,5000,1600,1925,1,B2,0,17/10/2023
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3614,28,,B2,271 GREELEY AVENUE,,10306,2,0,2,4160,2208,1925,1,B2,1120000,13/09/2023
5,GRANT CITY,03 THREE FAMILY DWELLINGS,1,3343,73,,C0,187 LIBERTY AVENUE,,10305,3,0,3,2500,1720,1980,1,C0,490000,13/06/2023
5,GRANT CITY,03 THREE FAMILY DWELLINGS,1,3343,74,,C0,185 LIBERTY AVENUE,,10305,3,0,3,2100,2651,1980,1,C0,900000,27/07/2023
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,895,46,,V0,N/A FLAGG PLACE,,10304,0,0,0,13152,0,,1,V0,0,01/11/2023
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,895,61,,V0,N/A RICHMOND ROAD,,10304,0,0,0,31318,0,,1,V0,0,23/10/2023
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,895,63,,V0,N/A RICHMOND ROAD,,10304,0,0,0,7137,0,,1,V0,0,23/10/2023
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,895,65,,V0,N/A RICHMOND ROAD,,10304,0,0,0,7000,0,,1,V0,0,23/10/2023
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,895,67,,V0,N/A RICHMOND ROAD,,10304,0,0,0,7500,0,,1,V0,0,23/10/2023
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,895,70,,V0,N/A RICHMOND ROAD,,10304,0,0,0,26048,0,,1,V0,0,23/10/2023
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,3571,38,,V0,N/A HUNTER AVENUE,,10306,0,0,0,2000,0,,1,V0,599000,10/08/2023
5,GRANT CITY,07 RENTALS - WALKUP APARTMENTS,2,3343,19,,C1,194 SEAVIEW AVENUE,,10305,15,0,15,6450,10626,1975,2,C1,3050000,27/09/2023
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,,C6,"35 VERA STREET, 216D",,10305,,,,,,1969,2,C6,106000,02/06/2023
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,,C6,"41 VERA STREET, D",,10305,,,,,,1969,2,C6,136000,28/08/2023
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,,C6,"55 VERA STREET, 51F",,10305,,,,,,1969,2,C6,198000,30/01/2024
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,,C6,"55 VERA STREET, B",,10305,,,,,,1969,2,C6,145000,08/09/2023
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,,C6,"69 VERA STREET, D",,10305,,,,,,1969,2,C6,222000,03/10/2023
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,,C6,"79 VERA STREET, D",,10305,,,,,,1969,2,C6,240000,20/10/2023
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,,C6,"81 VERA STREET, D",,10305,,,,,,1969,2,C6,210000,09/11/2023
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,,C6,"94 HUSSON STREET, D",,10305,,,,,,1969,2,C6,139000,21/08/2023
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,31,,C6,"19 VERA STREET, 13",,10305,,,,,,1969,2,C6,255000,14/03/2024
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3543,1001,,R4,"175 ZOE STREET, 1A",1A,10305,1,,1,,,1986,2,R4,1250000,30/05/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3543,1051,,R4,"175 ZOE STREET, 3L",3L,10305,1,,1,,,1986,2,R4,358000,05/10/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3543,1081,,R4,"175 ZOE STREET, 6A",6A,10305,1,,1,,,1986,2,R4,385320,11/12/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3543,1094,,R4,"175 ZOE STREET, 6N",6N,10305,1,,1,,,1986,2,R4,0,26/03/2024
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1040,,R4,"100 COLFAX AVENUE, 7F",7F,10306,1,,1,,,1961,2,R4,0,31/01/2024
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1056,,R4,"100 COLFAX AVENUE, 2J",2J,10306,1,,1,,,1961,2,R4,410000,11/05/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1065,,R4,"100 COLFAX AVENUE, 4K",4K,10306,1,,1,,,1961,2,R4,374900,28/08/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1095,,R4,"100 COLFAX AVENUE, 2Q",2Q,10306,1,,1,,,1961,2,R4,0,08/05/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1111,,R4,"100 COLFAX AVENUE, 6S",6S,10306,1,,1,,,1961,2,R4,290000,12/06/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1133,,R4,"100 COLFAX AVENUE, 2W",2W,10306,1,,1,,,1961,2,R4,210000,10/07/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1144,,R4,"100 COLFAX AVENUE, 6X",6X,10306,1,,1,,,1961,2,R4,0,03/08/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1203,,R4,"145 LINCOLN AVENUE, 4A",4A,10306,1,,1,,,1988,2,R4,10,16/05/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1205,,R4,"145 LINCOLN AVENUE, 6A",6A,10306,1,,1,,,1988,2,R4,309000,13/06/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1231,,R4,"145 LINCOLN AVENUE, 5E",5E,10306,1,,1,,,1988,2,R4,380000,05/01/2024
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1238,,R4,"145 LINCOLN AVENUE, 5F",5F,10306,1,,1,,,1988,2,R4,285000,10/10/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1260,,R4,"145 LINCOLN AVENUE, 6J",6J,10306,1,,1,,,1988,2,R4,500,04/10/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1261,,R4,"145 LINCOLN AVENUE, 7J",7J,10306,1,,1,,,1988,2,R4,250000,06/07/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1291,,R4,"145 LINCOLN AVENUE, 4P",4P,10306,1,,1,,,1988,2,R4,257000,15/06/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1294,,R4,"145 LINCOLN AVENUE, 7P",7P,10306,1,,1,,,1988,2,R4,185000,10/05/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1318,,R4,"145 LINCOLN AVENUE, 3U",3U,10306,1,,1,,,1988,2,R4,350000,10/10/2023
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1345,,R4,"145 LINCOLN AVENUE, 4Y",4Y,10306,1,,1,,,1988,2,R4,353886,26/01/2024
5,GRANT CITY,21 OFFICE BUILDINGS,4,3603,27,,O2,1142A SOUTH RAILROAD AVE,,10306,0,3,3,1800,2292,1990,4,O2,1035000,28/03/2024
5,GRANT CITY,21 OFFICE BUILDINGS,4,3603,28,,O2,114O SOUTH RAILROAD AVE,,10305,0,3,3,1746,2292,1990,4,O2,1035000,28/03/2024
5,GRANT CITY,22 STORE BUILDINGS,4,3614,9,,K2,2239 HYLAN BOULEVARD,,10306,0,5,5,7820,4230,1970,4,K2,1750000,16/10/2023
5,GRANT CITY,29 COMMERCIAL GARAGES,4,3552,39,,G4,1820 RICHMOND ROAD,,10306,0,1,1,21210,1350,1966,4,G4,0,18/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,2915,31,,A1,501 HANOVER AVENUE,,10304,1,0,1,2500,1896,1925,1,A1,0,25/01/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,2915,129,,A5,1925 CLOVE ROAD,,10304,1,0,1,1400,1396,1991,1,A5,539000,12/09/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,2915,130,,A5,1923 CLOVE ROAD,,10304,1,0,1,1400,1396,1991,1,A5,565000,18/01/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,2916,17,,A5,510 WESER AVENUE,,10304,1,0,1,2250,1170,2013,1,A5,783000,21/11/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3039,21,,A1,691 HYLAN BOULEVARD,,10305,1,0,1,4640,2397,1965,1,A1,0,06/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3039,28,,A3,66 PIEDMONT AVENUE,,10305,1,0,1,6000,2926,1940,1,A3,0,28/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3040,35,,A1,54 POUCH TERRACE,,10305,1,0,1,8000,2280,1950,1,A1,1655000,27/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3041,25,,A3,7 VISTA PLACE,,10305,1,0,1,6800,3260,1950,1,A3,0,01/05/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3046,19,,A2,112 WINDERMERE ROAD,,10305,1,0,1,6300,1701,1955,1,A2,0,10/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3046,44,,A2,540 STEUBEN STREET,,10305,1,0,1,5665,1428,1965,1,A2,835000,17/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3050,63,,A2,65 WINDERMERE ROAD,,10305,1,0,1,8483,3342,1960,1,A2,1125000,13/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3060,49,,A1,117 WINDERMERE ROAD,,10305,1,0,1,7830,1300,1925,1,A1,885000,05/05/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3060,118,,A1,2121 CLOVE ROAD,,10305,1,0,1,2680,1466,1925,1,A1,580000,06/10/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3060,193,,A1,14 DELPHINE TERRACE,,10305,1,0,1,6517,2350,1950,1,A1,1145000,26/06/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3063,33,,A1,15 HILLCREST COURT,,10305,1,0,1,3924,2200,1945,1,A1,1100000,20/03/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3064,55,,A1,15 LAKEVIEW TERRACE,,10305,1,0,1,12640,1760,1920,1,A1,900000,01/11/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3065,8,,A2,130 HILLCREST TERRACE,,10305,1,0,1,7200,1343,1950,1,A2,0,15/12/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3151,27,,A5,782 RICHMOND ROAD,,10304,1,0,1,2097,1228,1997,1,A5,0,15/02/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3151,60,,A5,258 RHINE AVENUE,,10304,1,0,1,2142,1408,1998,1,A5,0,15/09/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3153,5,,A2,61 BALTIC AVENUE,,10304,1,0,1,6000,1040,1950,1,A2,0,16/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3153,7,,A2,897 TARGEE STREET,,10304,1,0,1,5400,1040,1950,1,A2,0,07/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3153,25,,A1,863 TARGEE,,10304,1,0,1,1700,1080,1901,1,A1,0,01/12/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3154,15,,A5,465 ODER AVENUE,,10304,1,0,1,2272,1782,2017,1,A5,799000,20/12/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3154,30,,A5,431 ODER AVENUE,,10304,1,0,1,2100,900,1990,1,A5,405600,02/02/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3155,60,,A2,566 HANOVER AVENUE,,10304,1,0,1,3848,884,1950,1,A2,0,22/01/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3156,25,,A5,553 HANOVER AVENUE,,10304,1,0,1,2605,1312,1960,1,A5,550000,21/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3159,47,,A1,544 MOSEL AVENUE,,10304,1,0,1,3300,1302,1945,1,A1,0,24/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3159,56,,A2,564 MOSEL AVENUE,,10304,1,0,1,3920,1150,1950,1,A2,750000,23/01/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3162,23,,A5,27 SHERIDAN AVENUE,,10304,1,0,1,2700,1530,2016,1,A5,0,03/10/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3165,20,,A1,84 SHERIDAN AVENUE,,10305,1,0,1,1875,1044,1901,1,A1,0,18/01/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3166,38,,A5,2 GRASMERE AVENUE,,10304,1,0,1,2115,1270,2004,1,A5,696000,25/05/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3169,16,,A5,963 TARGEE STREET,,10304,1,0,1,2550,1110,1965,1,A5,573000,17/11/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3169,30,,A5,945 TARGEE STREET,,10304,1,0,1,2350,1110,1965,1,A5,625000,08/12/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3170,59,,A5,634 BRITTON AVENUE,,10304,1,0,1,2000,1788,2015,1,A5,680000,12/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3171,15,,A5,590 ODER AVENUE,,10304,1,0,1,2100,1440,2003,1,A5,650000,10/05/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3172,20,,A5,559 ODER AVENUE,,10304,1,0,1,2600,1410,1960,1,A5,0,14/02/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3172,20,,A5,559 ODER AVENUE,,10304,1,0,1,2600,1410,1960,1,A5,585000,25/09/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3172,21,,A5,557 ODER AVENUE,,10304,1,0,1,2600,1410,1960,1,A5,671000,19/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3176,152,,A5,20 COBBLERS LANE,,10304,1,0,1,1700,1488,1999,1,A5,638000,27/09/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3180,20,,A2,1088 TARGEE STREET,,10304,1,0,1,5520,2039,1930,1,A2,0,17/10/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3183,30,,A5,16 STANWICH STREET,,10304,1,0,1,1966,1560,1988,1,A5,654000,19/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3183,31,,A5,14 STANWICH STREET,,10304,1,0,1,1960,1560,1988,1,A5,720000,21/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3183,35,,A5,6 STANWICH STREET,,10304,1,0,1,1993,1560,1988,1,A5,740000,18/10/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3184,49,,A5,1051 W. FINGERBOARD RD,,10304,1,0,1,1825,1900,1989,1,A5,612000,29/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3203,13,,A2,25 MARIE STREET,,10305,1,0,1,3307,960,1950,1,A2,615000,04/10/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3203,25,,A5,14 GRASMERE COURT,,10305,1,0,1,986,1200,1989,1,A5,630000,08/11/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3203,61,,A5,28 GRASMERE COURT,,10305,1,0,1,1292,1200,1989,1,A5,600000,18/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3206,18,,A1,80 LESLIE AVENUE,,10305,1,0,1,5500,1414,1960,1,A1,915000,08/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3207,5,,A1,103 PARKINSON AVENUE,,10305,1,0,1,7500,1798,1935,1,A1,810000,11/01/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3207,55,,A5,47 WINFIELD AVENUE,,10305,1,0,1,1875,1584,2004,1,A5,0,20/12/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3209,72,,A3,29 LESLIE AVENUE,,10305,1,0,1,4000,2811,1927,1,A3,1350000,23/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3209,88,,A1,24 LESLIE AVENUE,,10305,1,0,1,5000,4200,2000,1,A1,0,15/03/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3209,134,,A1,18 FAYETTE AVENUE,,10305,1,0,1,3650,1568,1960,1,A1,820000,15/12/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3209,143,,A1,2246 CLOVE ROAD,,10305,1,0,1,5871,2308,1960,1,A1,10,07/06/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3225,1,,A2,2169 CLOVE ROAD,,10305,1,0,1,7440,1104,1950,1,A2,767169,19/03/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3225,23,,A2,187 WINDERMERE ROAD,,10305,1,0,1,4280,780,1950,1,A2,500000,06/11/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3226,6,,A1,2241 CLOVE ROAD,,10305,1,0,1,8450,2700,1920,1,A1,0,12/06/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3226,6,,A1,2241 CLOVE ROAD,,10305,1,0,1,8450,2700,1920,1,A1,965000,09/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3227,39,,A1,72 NORMALEE ROAD,,10305,1,0,1,4000,1720,1986,1,A1,990000,15/09/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3229,74,,A2,83 ALLENDALE ROAD,,10305,1,0,1,5000,1180,1950,1,A2,0,18/09/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3229,80,,A1,26 NORMALEE ROAD,,10305,1,0,1,8200,2064,1940,1,A1,0,11/09/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3229,80,,A1,26 NORMALEE ROAD,,10305,1,0,1,8200,2064,1940,1,A1,1080000,26/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3231,81,,A2,921 HYLAN BOULEVARD,,10305,1,0,1,4590,2117,1976,1,A2,785000,27/07/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3233,5,,A1,581 STEUBEN STREET,,10305,1,0,1,5124,1936,1970,1,A1,910000,22/02/2024
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3233,36,,A2,77 BEVERLY ROAD,,10305,1,0,1,5000,1196,1970,1,A2,0,01/08/2023
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3234,48,,A1,41 BEVERLY ROAD,,10305,1,0,1,6000,2048,1970,1,A1,10,24/01/2024
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,2911,16,,B2,510 NARROWS ROAD SOUTH,,10304,2,0,2,3995,3780,1965,1,B2,0,04/05/2023
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3035,17,,B9,155 POUCH TERRACE,,10305,2,0,2,5235,1800,1980,1,B9,750000,29/06/2023
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3035,19,,B2,159 POUCH TERRACE,,10305,2,0,2,4068,1800,1980,1,B2,630000,27/07/2023
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3035,70,,B2,9 WINDERMERE ROAD,,10305,2,0,2,4240,2224,1975,1,B2,0,17/08/2023
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,83,,B1,71 RODERICK AVENUE,,10305,2,0,2,4000,1700,1950,1,B1,0,31/07/2023
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,91,,B2,735 HYLAN BOULEVARD,,10305,2,0,2,7319,2480,1970,1,B2,1150000,23/06/2023
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,109,,B2,775 HYLAN BOULEVARD,,10305,2,0,2,4400,2288,1970,1,B2,999999,13/03/2024
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3159,26,,B2,869 ELBE AVENUE,,10304,2,0,2,5000,1800,1960,1,B2,570000,21/07/2023
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3159,41,,B2,2028 CLOVE ROAD,,10304,2,0,2,5000,1920,1901,1,B2,0,06/09/2023
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3167,16,,B3,858 RICHMOND ROAD,,10304,2,0,2,2225,1800,1920,1,B3,765000,04/04/2024
5,GRASMERE,02 TWO FAMILY DWELLINGS,1,3179,12,,B1,82 VENICE AVENUE,,10304,2,0,2,4500,1890,1965,1,B1,125000,03/05/2023
5,GRASMERE,03 THREE FAMILY DWELLINGS,1,2911,8,,C0,514 NARROWS ROAD SOUTH,,10304,3,0,3,3975,1890,1960,1,C0,675000,04/05/2023
5,GRASMERE,03 THREE FAMILY DWELLINGS,1,3206,86,,C0,69 FAYETTE AVENUE,,10305,3,0,3,8000,1660,1955,1,C0,950000,24/10/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1006,,R3,"663 BRITTON AVENUE, N/A",,10304,1,,1,,,1980,1,R3,0,12/05/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1012,,R3,"201 STONEGATE DRIVE, N/A",,10304,1,,1,,,1980,1,R3,580000,28/08/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1018,,R3,189 STONEGATE DRIVE,,10304,1,,1,,,1980,1,R3,665000,20/06/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1022,,R3,"14 ALAN LOOP, N/A",,10304,1,,1,,,1980,1,R3,0,03/05/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1042,,R3,70 ALAN LOOP,,10304,1,,1,,,1980,1,R3,0,12/12/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1045,,R3,87 ALAN LOOP,,10304,1,,1,,,1980,1,R3,0,11/05/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1068,,R3,25 ALAN LOOP,,10304,1,,1,,,1980,1,R3,0,05/06/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1075,,R3,"148 GATEWAY DRIVE, N/A",,10304,1,,1,,,1980,1,R3,665000,26/02/2024
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1084,,R3,"132 GATEWAY DRIVE, N/A",,10304,1,,1,,,1980,1,R3,0,23/05/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1089,,R3,"142 GATEWAY DRIVE, N/A",,10304,1,,1,,,1980,1,R3,650000,09/06/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1098,,R3,180 STONEGATE DRIVE,,10304,1,,1,,,1982,1,R3,0,11/01/2024
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1098,,R3,"180 STONEGATE DRIVE, N/A",,10304,1,,1,,,1982,1,R3,707000,05/07/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1158,,R3,36 GATEWAY DRIVE,,10304,1,,1,,,1982,1,R3,0,30/01/2024
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1175,,R3,55 GATEWAY DRIVE,,10304,1,,1,,,1985,1,R3,665000,28/03/2024
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1182,,R3,43 GATEWAY DRIVE,,10304,1,,1,,,1985,1,R3,0,12/12/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1182,,R3,"43 GATEWAY DRIVE, N/A",,10304,1,,1,,,1985,1,R3,510000,27/07/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1187,,R3,93 GATEWAY DRIVE,,10304,1,,1,,,1985,1,R3,577500,19/12/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1208,,R3,"137 GATEWAY DRIVE, N/A",,10304,1,,1,,,1985,1,R3,0,12/12/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1233,,R3,"83 STONEGATE DRIVE, N/A",,10304,1,,1,,,1985,1,R3,0,22/06/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1248,,R3,"37 STONEGATE DRIVE, N/A",,10304,1,,1,,,1986,1,R3,0,05/05/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1273,,R3,"953 WEST FINGERBOARD RD, N/A",,10304,1,,1,,,1986,1,R3,620000,20/06/2023
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1277,,R3,"961 WEST FINGERBOARD RD, N/A",,10304,1,,1,,,1986,1,R3,535000,06/09/2023
